Trade #,Trade Type,Date,Price,Profit
557,Entry long,2024-01-30 08:00:00,4950.0,-
557,Exit long,2024-01-30 08:05:00,4948.5,-300
558,Entry long,2024-01-30 08:15:00,4947.0,-
559,Entry long,2024-01-30 08:25:00,4948.5,-
560,Entry long,2024-01-30 08:45:00,4948.25,-
561,Entry long,2024-01-30 10:40:00,4949.25,-
562,Entry long,2024-01-30 12:20:00,4947.0,-
563,Entry long,2024-01-30 12:30:00,4948.0,-
564,Entry long,2024-01-30 12:45:00,4948.0,-
565,Entry long,2024-01-30 14:05:00,4944.5,-
565,Exit long,2024-01-30 14:10:00,4943.0,-300
566,Entry long,2024-01-30 14:20:00,4942.25,-
567,Entry long,2024-01-30 14:30:00,4944.0,-
567,Exit long,2024-01-30 14:35:00,4943.75,-50
568,Entry long,2024-01-30 14:45:00,4943.25,-
569,Entry long,2024-01-30 15:00:00,4944.0,-
570,Entry long,2024-01-30 16:55:00,4947.25,-
571,Entry long,2024-01-30 18:35:00,4945.0,-
572,Entry long,2024-01-30 18:45:00,4946.5,-
573,Entry long,2024-01-30 19:05:00,4944.5,-
574,Entry long,2024-01-30 19:15:00,4947.5,-
575,Entry long,2024-01-30 22:10:00,4945.0,-
575,Exit long,2024-01-30 22:15:00,4941.75,-650
576,Entry long,2024-01-30 22:40:00,4937.5,-
576,Exit long,2024-01-30 22:45:00,4935.25,-450
577,Entry long,2024-01-31 00:00:00,4931.0,-
578,Entry long,2024-01-31 00:10:00,4931.75,-
579,Entry long,2024-01-31 00:30:00,4930.0,-
579,Exit long,2024-01-31 00:35:00,4929.0,-200
580,Entry long,2024-01-31 00:40:00,4930.5,-
581,Entry long,2024-01-31 00:50:00,4930.5,-
581,Exit long,2024-01-31 00:55:00,4929.75,-150
582,Entry long,2024-01-31 03:15:00,4930.25,-
583,Entry long,2024-01-31 03:30:00,4930.5,-
584,Entry long,2024-01-31 03:50:00,4930.0,-
585,Entry long,2024-01-31 07:35:00,4930.25,-
585,Exit long,2024-01-31 07:40:00,4930.0,-50
586,Entry long,2024-01-31 07:50:00,4929.0,-
586,Exit long,2024-01-31 07:55:00,4928.5,-100
587,Entry long,2024-01-31 10:25:00,4925.25,-
588,Entry long,2024-01-31 10:35:00,4924.25,-
589,Entry long,2024-01-31 10:45:00,4927.75,-
589,Exit long,2024-01-31 10:50:00,4926.75,-200
590,Entry long,2024-01-31 11:15:00,4925.0,-
591,Entry long,2024-01-31 15:05:00,4924.25,-
592,Entry long,2024-01-31 15:25:00,4925.75,-
593,Entry long,2024-01-31 15:45:00,4919.5,-
593,Exit long,2024-01-31 15:50:00,4917.75,-350
594,Entry long,2024-01-31 16:05:00,4917.0,-
594,Exit long,2024-01-31 16:10:00,4911.5,"-1,100"
595,Entry long,2024-01-31 16:15:00,4914.0,-
595,Exit long,2024-01-31 16:20:00,4912.75,-250
596,Entry long,2024-01-31 16:40:00,4906.0,-
597,Entry long,2024-01-31 16:55:00,4906.75,-
598,Entry long,2024-01-31 20:10:00,4903.25,-
598,Exit long,2024-01-31 20:15:00,4899.0,-850
599,Entry long,2024-01-31 20:25:00,4901.0,-
600,Entry long,2024-01-31 21:05:00,4887.0,-
601,Entry long,2024-01-31 21:45:00,4875.75,-
602,Entry long,2024-01-31 22:00:00,4874.25,-
603,Entry long,2024-01-31 22:10:00,4872.0,-
604,Entry long,2024-01-31 22:30:00,4869.75,-
605,Entry long,2024-01-31 22:40:00,4869.5,-
606,Entry long,2024-02-01 04:40:00,4881.0,-
607,Entry long,2024-02-01 04:50:00,4882.25,-
608,Entry long,2024-02-01 06:45:00,4881.5,-
608,Exit long,2024-02-01 06:50:00,4880.5,-200
609,Entry long,2024-02-01 07:00:00,4880.0,-
610,Entry long,2024-02-01 07:10:00,4880.25,-
610,Exit long,2024-02-01 07:15:00,4879.25,-200
611,Entry long,2024-02-01 07:25:00,4878.0,-
611,Exit long,2024-02-01 07:30:00,4877.25,-150
612,Entry long,2024-02-01 08:00:00,4875.75,-
612,Exit long,2024-02-01 08:05:00,4874.5,-250
613,Entry long,2024-02-01 08:10:00,4875.5,-
614,Entry long,2024-02-01 12:30:00,4886.75,-
614,Exit long,2024-02-01 12:35:00,4887.75,200
615,Entry long,2024-02-01 14:25:00,4885.25,-
616,Entry long,2024-02-01 17:00:00,4878.25,-
617,Entry long,2024-02-01 17:10:00,4877.5,-
618,Entry long,2024-02-01 17:20:00,4882.75,-
619,Entry long,2024-02-02 01:05:00,4952.0,-
619,Exit long,2024-02-02 01:10:00,4951.75,-50
620,Entry long,2024-02-02 01:25:00,4952.0,-
621,Entry long,2024-02-02 04:40:00,4956.0,-
622,Entry long,2024-02-02 04:50:00,4956.5,-
622,Exit long,2024-02-02 04:55:00,4955.75,-150
623,Entry long,2024-02-02 05:20:00,4956.0,-
624,Entry long,2024-02-02 05:55:00,4954.75,-
625,Entry long,2024-02-02 08:45:00,4953.5,-
626,Entry long,2024-02-02 09:05:00,4953.25,-
626,Exit long,2024-02-02 09:10:00,4952.0,-250
627,Entry long,2024-02-02 10:50:00,4953.5,-
628,Entry long,2024-02-02 11:10:00,4955.5,-
629,Entry long,2024-02-02 14:25:00,4958.0,-
629,Exit long,2024-02-02 14:30:00,4937.5,"-4,100"
630,Entry long,2024-02-02 14:35:00,4941.25,-
631,Entry long,2024-02-02 15:00:00,4928.75,-
632,Entry long,2024-02-02 15:10:00,4930.25,-
632,Exit long,2024-02-02 15:15:00,4930.5,50
633,Entry long,2024-02-02 15:25:00,4933.0,-
634,Entry long,2024-02-02 15:35:00,4936.75,-
634,Exit long,2024-02-02 15:40:00,4938.25,300
635,Entry long,2024-02-02 22:05:00,4978.5,-
636,Entry long,2024-02-02 22:25:00,4978.5,-
636,Exit long,2024-02-02 22:30:00,4977.75,-150
637,Entry long,2024-02-02 22:40:00,4976.25,-
638,Entry long,2024-02-05 00:00:00,4976.75,-
639,Entry long,2024-02-05 01:40:00,4968.25,-
640,Entry long,2024-02-05 01:55:00,4968.25,-
641,Entry long,2024-02-05 02:05:00,4969.0,-
641,Exit long,2024-02-05 02:10:00,4967.25,-350
642,Entry long,2024-02-05 02:15:00,4967.5,-
643,Entry long,2024-02-05 02:25:00,4966.75,-
644,Entry long,2024-02-05 04:30:00,4965.0,-
645,Entry long,2024-02-05 04:40:00,4965.25,-
646,Entry long,2024-02-05 10:30:00,4967.5,-
647,Entry long,2024-02-05 10:40:00,4968.25,-
647,Exit long,2024-02-05 10:45:00,4966.0,-450
648,Entry long,2024-02-05 10:55:00,4965.75,-
649,Entry long,2024-02-05 11:05:00,4967.25,-
650,Entry long,2024-02-05 14:35:00,4966.0,-
651,Entry long,2024-02-05 14:45:00,4967.5,-
651,Exit long,2024-02-05 14:50:00,4965.75,-350
652,Entry long,2024-02-05 15:00:00,4966.25,-
652,Exit long,2024-02-05 15:05:00,4964.25,-400
653,Entry long,2024-02-05 15:10:00,4967.0,-
654,Entry long,2024-02-05 16:10:00,4955.5,-
655,Entry long,2024-02-05 16:20:00,4946.5,-
656,Entry long,2024-02-05 16:30:00,4948.25,-
656,Exit long,2024-02-05 16:35:00,4947.75,-100
657,Entry long,2024-02-05 16:45:00,4943.75,-
658,Entry long,2024-02-05 16:55:00,4943.75,-
659,Entry long,2024-02-05 17:05:00,4950.0,-
660,Entry long,2024-02-05 22:00:00,4960.5,-
661,Entry long,2024-02-05 22:40:00,4959.0,-
662,Entry long,2024-02-05 22:50:00,4959.0,-
663,Entry long,2024-02-06 00:00:00,4960.25,-
664,Entry long,2024-02-06 07:00:00,4965.25,-
664,Exit long,2024-02-06 07:05:00,4965.25,0
665,Entry long,2024-02-06 07:15:00,4965.0,-
666,Entry long,2024-02-06 07:35:00,4964.75,-
667,Entry long,2024-02-06 07:45:00,4965.0,-
667,Exit long,2024-02-06 07:50:00,4964.5,-100
668,Entry long,2024-02-06 09:50:00,4966.25,-
668,Exit long,2024-02-06 09:55:00,4965.0,-250
669,Entry long,2024-02-06 10:00:00,4966.75,-
670,Entry long,2024-02-06 10:10:00,4967.0,-
671,Entry long,2024-02-06 10:55:00,4963.25,-
672,Entry long,2024-02-06 11:20:00,4961.5,-
673,Entry long,2024-02-06 11:35:00,4959.75,-
674,Entry long,2024-02-06 11:45:00,4960.5,-
675,Entry long,2024-02-06 12:45:00,4956.25,-
676,Entry long,2024-02-06 13:30:00,4956.5,-
677,Entry long,2024-02-06 16:05:00,4961.25,-
677,Exit long,2024-02-06 16:10:00,4958.25,-600
678,Entry long,2024-02-06 16:25:00,4959.75,-
679,Entry long,2024-02-06 16:50:00,4963.75,-
680,Entry long,2024-02-06 17:00:00,4962.25,-
681,Entry long,2024-02-06 18:00:00,4958.75,-
682,Entry long,2024-02-06 18:15:00,4958.75,-
682,Exit long,2024-02-06 18:20:00,4957.75,-200
683,Entry long,2024-02-06 18:30:00,4962.0,-
684,Entry long,2024-02-07 03:30:00,4979.0,-
684,Exit long,2024-02-07 03:35:00,4978.5,-100
685,Entry long,2024-02-07 03:45:00,4978.5,-
686,Entry long,2024-02-07 04:40:00,4977.25,-
686,Exit long,2024-02-07 04:45:00,4976.75,-100
687,Entry long,2024-02-07 04:50:00,4976.5,-
687,Exit long,2024-02-07 04:55:00,4975.5,-200
688,Entry long,2024-02-07 05:05:00,4975.0,-
688,Exit long,2024-02-07 05:10:00,4974.25,-150
689,Entry long,2024-02-07 05:15:00,4975.0,-
689,Exit long,2024-02-07 05:20:00,4974.5,-100
690,Entry long,2024-02-07 05:25:00,4975.0,-
691,Entry long,2024-02-07 05:35:00,4975.0,-
692,Entry long,2024-02-07 05:45:00,4975.0,-
693,Entry long,2024-02-07 05:55:00,4975.25,-
694,Entry long,2024-02-07 06:40:00,4974.0,-
695,Entry long,2024-02-07 07:30:00,4972.75,-
696,Entry long,2024-02-07 11:50:00,4970.75,-
697,Entry long,2024-02-07 12:00:00,4972.25,-
698,Entry long,2024-02-07 12:15:00,4972.5,-
699,Entry long,2024-02-07 17:35:00,5006.0,-
700,Entry long,2024-02-08 00:40:00,5012.75,-
701,Entry long,2024-02-08 00:50:00,5013.0,-
702,Entry long,2024-02-08 04:15:00,5013.25,-
703,Entry long,2024-02-08 04:30:00,5013.0,-
704,Entry long,2024-02-08 06:50:00,5013.0,-
705,Entry long,2024-02-08 09:25:00,5011.5,-
706,Entry long,2024-02-08 09:35:00,5012.0,-
707,Entry long,2024-02-08 09:55:00,5011.5,-
708,Entry long,2024-02-08 10:10:00,5012.25,-
709,Entry long,2024-02-08 11:55:00,5010.25,-
710,Entry long,2024-02-08 12:30:00,5005.5,-
711,Entry long,2024-02-08 12:40:00,5007.5,-
711,Exit long,2024-02-08 12:45:00,5006.25,-250
712,Entry long,2024-02-09 00:05:00,5014.75,-
712,Exit long,2024-02-09 00:10:00,5013.75,-200
713,Entry long,2024-02-09 01:55:00,5013.25,-
714,Entry long,2024-02-09 02:15:00,5015.0,-
714,Exit long,2024-02-09 02:20:00,5013.75,-250
715,Entry long,2024-02-09 02:50:00,5013.75,-
716,Entry long,2024-02-09 07:05:00,5013.75,-
717,Entry long,2024-02-09 07:20:00,5014.0,-
717,Exit long,2024-02-09 07:25:00,5013.75,-50
718,Entry long,2024-02-09 07:30:00,5014.25,-
719,Entry long,2024-02-09 07:50:00,5014.25,-
719,Exit long,2024-02-09 07:55:00,5014.0,-50
720,Entry long,2024-02-09 10:45:00,5019.75,-
721,Entry long,2024-02-09 15:40:00,5023.75,-
722,Entry long,2024-02-09 15:50:00,5022.5,-
723,Entry long,2024-02-09 18:05:00,5027.5,-
724,Entry long,2024-02-09 21:50:00,5042.0,-
725,Entry long,2024-02-12 00:05:00,5040.5,-
726,Entry long,2024-02-12 00:15:00,5040.25,-
727,Entry long,2024-02-12 03:00:00,5043.0,-
727,Exit long,2024-02-12 03:05:00,5042.75,-50
728,Entry long,2024-02-12 03:10:00,5043.0,-
729,Entry long,2024-02-12 03:30:00,5043.0,-
730,Entry long,2024-02-12 03:45:00,5043.25,-
731,Entry long,2024-02-12 06:30:00,5041.75,-
731,Exit long,2024-02-12 06:35:00,5041.25,-100
732,Entry long,2024-02-12 06:40:00,5041.5,-
732,Exit long,2024-02-12 06:45:00,5041.0,-100
733,Entry long,2024-02-12 06:50:00,5041.0,-
734,Entry long,2024-02-12 07:00:00,5041.25,-
735,Entry long,2024-02-12 13:30:00,5043.25,-
735,Exit long,2024-02-12 13:35:00,5043.0,-50
736,Entry long,2024-02-12 13:40:00,5043.5,-
737,Entry long,2024-02-12 14:00:00,5044.0,-
737,Exit long,2024-02-12 14:05:00,5045.0,200
738,Entry long,2024-02-12 15:15:00,5040.75,-
739,Entry long,2024-02-12 19:35:00,5050.75,-
740,Entry long,2024-02-12 19:45:00,5050.75,-
741,Entry long,2024-02-12 19:55:00,5052.0,-
741,Exit long,2024-02-12 20:00:00,5050.75,-250
742,Entry long,2024-02-12 20:05:00,5051.5,-
742,Exit long,2024-02-12 20:10:00,5050.0,-300
743,Entry long,2024-02-12 20:20:00,5041.0,-
744,Entry long,2024-02-12 20:30:00,5041.75,-
745,Entry long,2024-02-12 20:40:00,5041.75,-
745,Exit long,2024-02-12 20:45:00,5039.5,-450
746,Entry long,2024-02-12 21:00:00,5038.25,-
747,Entry long,2024-02-12 21:10:00,5041.0,-
748,Entry long,2024-02-12 22:25:00,5033.75,-
749,Entry long,2024-02-12 22:40:00,5033.75,-
750,Entry long,2024-02-12 22:50:00,5034.5,-
751,Entry long,2024-02-13 00:15:00,5033.25,-
751,Exit long,2024-02-13 00:20:00,5034.75,300
752,Entry long,2024-02-13 01:30:00,5032.75,-
753,Entry long,2024-02-13 01:50:00,5032.75,-
754,Entry long,2024-02-13 04:40:00,5033.25,-
754,Exit long,2024-02-13 04:45:00,5033.0,-50
755,Entry long,2024-02-13 05:10:00,5032.5,-
756,Entry long,2024-02-13 05:20:00,5032.75,-
757,Entry long,2024-02-13 08:50:00,5037.5,-
757,Exit long,2024-02-13 08:55:00,5039.5,400
758,Entry long,2024-02-13 09:30:00,5033.5,-
758,Exit long,2024-02-13 09:35:00,5032.0,-300
759,Entry long,2024-02-13 09:45:00,5028.0,-
760,Entry long,2024-02-13 10:05:00,5025.5,-
760,Exit long,2024-02-13 10:10:00,5024.25,-250
761,Entry long,2024-02-13 10:15:00,5026.5,-
762,Entry long,2024-02-13 10:35:00,5024.25,-
763,Entry long,2024-02-13 10:45:00,5023.75,-
764,Entry long,2024-02-13 10:55:00,5024.5,-
765,Entry long,2024-02-13 11:25:00,5022.25,-
766,Entry long,2024-02-13 13:10:00,5019.5,-
767,Entry long,2024-02-13 14:55:00,4978.0,-
767,Exit long,2024-02-13 15:00:00,4973.25,-950
768,Entry long,2024-02-13 15:10:00,4971.25,-
769,Entry long,2024-02-13 15:25:00,4974.75,-
770,Entry long,2024-02-13 15:40:00,4972.5,-
770,Exit long,2024-02-13 15:45:00,4971.0,-300
771,Entry long,2024-02-13 15:50:00,4972.0,-
771,Exit long,2024-02-13 15:55:00,4968.0,-800
772,Entry long,2024-02-13 18:15:00,4978.75,-
772,Exit long,2024-02-13 18:20:00,4978.0,-150
773,Entry long,2024-02-13 19:00:00,4971.0,-
774,Entry long,2024-02-13 19:10:00,4973.25,-
775,Entry long,2024-02-13 19:50:00,4964.25,-
776,Entry long,2024-02-13 20:15:00,4951.0,-
776,Exit long,2024-02-13 20:20:00,4949.5,-300
777,Entry long,2024-02-13 20:25:00,4950.5,-
778,Entry long,2024-02-13 20:35:00,4957.25,-
778,Exit long,2024-02-13 20:40:00,4953.5,-750
779,Entry long,2024-02-13 20:55:00,4943.0,-
779,Exit long,2024-02-13 21:00:00,4939.75,-650
780,Entry long,2024-02-13 21:05:00,4941.0,-
781,Entry long,2024-02-13 21:20:00,4938.25,-
782,Entry long,2024-02-14 01:40:00,4971.0,-
783,Entry long,2024-02-14 04:25:00,4971.0,-
783,Exit long,2024-02-14 04:30:00,4970.0,-200
784,Entry long,2024-02-14 12:10:00,4989.0,-
784,Exit long,2024-02-14 12:15:00,4988.75,-50
785,Entry long,2024-02-14 12:35:00,4987.25,-
786,Entry long,2024-02-14 17:00:00,4983.0,-
787,Entry long,2024-02-14 17:10:00,4984.75,-
788,Entry long,2024-02-14 17:25:00,4991.5,-
788,Exit long,2024-02-14 17:30:00,4990.25,-250
789,Entry long,2024-02-14 17:35:00,4991.25,-
789,Exit long,2024-02-14 17:40:00,4985.0,"-1,250"
790,Entry long,2024-02-14 17:45:00,4987.0,-
791,Entry long,2024-02-14 18:05:00,4979.25,-
792,Entry long,2024-02-15 00:25:00,5018.5,-
793,Entry long,2024-02-15 00:40:00,5018.5,-
794,Entry long,2024-02-15 01:20:00,5016.25,-
794,Exit long,2024-02-15 01:25:00,5016.0,-50
795,Entry long,2024-02-15 01:35:00,5017.0,-
795,Exit long,2024-02-15 01:40:00,5016.25,-150
796,Entry long,2024-02-15 02:00:00,5014.0,-
797,Entry long,2024-02-15 02:10:00,5013.0,-
798,Entry long,2024-02-15 02:20:00,5012.5,-
798,Exit long,2024-02-15 02:25:00,5012.25,-50
799,Entry long,2024-02-15 02:30:00,5012.75,-
799,Exit long,2024-02-15 02:35:00,5011.75,-200
800,Entry long,2024-02-15 02:45:00,5012.75,-
801,Entry long,2024-02-15 03:10:00,5012.0,-
802,Entry long,2024-02-15 10:55:00,5025.25,-
803,Entry long,2024-02-15 11:50:00,5022.75,-
803,Exit long,2024-02-15 11:55:00,5024.0,250
804,Entry long,2024-02-15 17:15:00,5018.5,-
804,Exit long,2024-02-15 17:20:00,5018.75,50
805,Entry long,2024-02-15 17:25:00,5020.75,-
806,Entry long,2024-02-16 00:35:00,5048.5,-
807,Entry long,2024-02-16 01:15:00,5046.25,-
807,Exit long,2024-02-16 01:20:00,5044.75,-300
808,Entry long,2024-02-16 01:30:00,5044.0,-
808,Exit long,2024-02-16 01:35:00,5043.75,-50
809,Entry long,2024-02-16 01:50:00,5042.5,-
810,Entry long,2024-02-16 02:10:00,5042.5,-
811,Entry long,2024-02-16 02:20:00,5043.25,-
812,Entry long,2024-02-16 02:40:00,5041.25,-
813,Entry long,2024-02-16 06:45:00,5044.75,-
813,Exit long,2024-02-16 06:50:00,5043.75,-200
814,Entry long,2024-02-16 07:00:00,5043.5,-
815,Entry long,2024-02-16 07:10:00,5044.25,-
816,Entry long,2024-02-16 12:55:00,5056.75,-
816,Exit long,2024-02-16 13:00:00,5056.25,-100
817,Entry long,2024-02-16 13:20:00,5054.5,-
817,Exit long,2024-02-16 13:25:00,5053.5,-200
818,Entry long,2024-02-16 13:35:00,5053.5,-
818,Exit long,2024-02-16 13:40:00,5052.75,-150
819,Entry long,2024-02-16 13:45:00,5054.25,-
819,Exit long,2024-02-16 13:50:00,5053.0,-250
820,Entry long,2024-02-16 14:00:00,5053.75,-
821,Entry long,2024-02-16 14:35:00,5037.25,-
821,Exit long,2024-02-16 14:40:00,5034.5,-550
822,Entry long,2024-02-16 14:45:00,5031.75,-
823,Entry long,2024-02-16 14:55:00,5041.0,-
824,Entry long,2024-02-16 15:05:00,5042.5,-
825,Entry long,2024-02-16 15:25:00,5042.75,-
825,Exit long,2024-02-16 15:30:00,5036.25,"-1,300"
826,Entry long,2024-02-16 16:00:00,5023.25,-
827,Entry long,2024-02-16 16:10:00,5027.25,-
828,Entry long,2024-02-16 16:25:00,5028.0,-
828,Exit long,2024-02-16 16:30:00,5026.0,-400
829,Entry long,2024-02-16 19:05:00,5037.25,-
830,Entry long,2024-02-16 19:15:00,5036.25,-
831,Entry long,2024-02-16 20:55:00,5031.25,-
831,Exit long,2024-02-16 21:00:00,5028.25,-600
832,Entry long,2024-02-16 21:15:00,5030.0,-
833,Entry long,2024-02-16 21:25:00,5031.25,-
834,Entry long,2024-02-16 21:50:00,5020.5,-
835,Entry long,2024-02-16 22:10:00,5015.5,-
836,Entry long,2024-02-16 22:20:00,5016.5,-
836,Exit long,2024-02-16 22:25:00,5016.0,-100
837,Entry long,2024-02-16 22:40:00,5014.75,-
838,Entry long,2024-02-16 22:50:00,5014.75,-
838,Exit long,2024-02-16 22:55:00,5014.5,-50
